name;country;iata;city
Birmingham;USA;BHM;Birmingham
Beihan;Yemen;BHN;
Bhopal;India;BHO;
Bhojpur;Nepal;BHP;
Broken Hill;Australia;BHQ;Broken Hill, SA
Bharatpur;Nepal;BHR;
Raglan, NS;Australia;BHS;Bathurst
Brighton Downs, QL;Australia;BHT;
Bhavnagar;India;BHU;
Bahawalpur;Pakistan;BHV;
Bhagantanwala;Pakistan;BHW;Sargodha
Birmingham;United Kingdom of Great Britain and Northern Ireland;BHX;Birmingham
Beihai;China;BHY;
Bastia;France;BIA;Bastia
Baidoa;Somalia;BIB;
Big Creek, AK;USA;BIC;
Block Island, RI;USA;BID;
Beatrice, NE;USA;BIE;
biggs afb;USA;BIF;el paso
Intermediate Field, AK;USA;BIG;Big Delta
Bishop, CA;USA;BIH;
Enyu Airfield;Marshall Islan;BII;Bikini Atoll
Biliau;Papua New Guin;BIJ;
Biak;Indonesia;BIK;Biak
Billings;USA;BIL;Billings
South Bi;Bahamas;BIM;Alice Town, Bimini I
Bamyan;Afghanistan;BIN;
Bilbao;Spain;BIO;Bilbao
Bulimba, QL;Australia;BIP;
Biarritz;France;BIQ;Biarritz
Biratnagar;Nepal;BIR;
Bismarck;USA;BIS;Bismarck
Baitadi;Nepal;BIT;
Bildudalur;Iceland;BIU;
Bria;Central Africa;BIV;
Billiluna, WA;Australia;BIW;
Keesler AFB, MS;USA;BIX;Biloxi
Bulembu;South Africa;BIY;Bisho
Bimin;Papua New Guin;BIZ;
Soummam;Algeria;BJA;Bejaia
Bojnord, Khorasan;Iran;BJB;
Jeffco, CO;USA;BJC;Broomfield
Bakkafjordur;Iceland;BJD;
Biella;Italy;BJE;Biella
Batsfjord;Norway;BJF;
Bolaang;Indonesia;BJG;
Bajhang;Nepal;BJH;
Bemidji;USA;BJI;Bemidji
Wayne County, OH;USA;BJJ;Wooster
Benjina;Indonesia;BJK;
Banjul;Gambia;BJL;Banjul
Bujumbura;Burundi;BJM;Bujumbura
Bajone;Mozambique;BJN;
Bermejo;Bolivia;BJO;
Braganca Paulista, SP;Brazil;BJP;
Bahar Dar;Ethiopia;BJR;
Beijing;China;BJS;Beijing
Bajura;Nepal;BJU;
Bodrum;Türkiye;BJV;Bodrum
Padhameleda;Indonesia;BJW;Bajawa
Del Bajio;Mexico;BJX;Leon-Guanajuato
Batajnica;Serbia ;BJY;Belgrade
Talavera La Real;Spain;BJZ;Badajoz
Bykovo;Russia (CIS);BKA;Moscow
Bikaner;India;BKB;
Buckland, AK;USA;BKC;
Stephens County, TX;USA;BKD;Breckenridge
Municipal, OR;USA;BKE;Baker
Brooks Lake, AK;USA;BKF;
Barking Sands, HI;USA;BKH;Kekaha
Kota Kinabalu;Malaysia;BKI;Kota Kinabalu
Baralande;Guinea;BKJ;Boke
Bangkok;Thailand;BKK;Bangkok
Burke Lakefront, OH;USA;BKL;Cleveland
Bakalalan;Malaysia;BKM;
Birni Nkoni;Niger;BKN;
Bamako;Mali;BKO;Bamako
Barkly Downs, QL;Australia;BKP;
Blackall, QL;Australia;BKQ;
Bokoro;Chad;BKR;
Padang Kemiling;Indonesia;BKS;Bengkulu
Blackstone AAF, VA;USA;BKT;Fort Pickett
Betioky;Madagascar;BKU;
Raleigh County Memorial, W;USA;BKW;Beckley
Brookings, SD;USA;BKX;
Kavumu;Congo (the Democratic Republic of the);BKY;Bukavu
Bukoba;Tanzania;BKZ;
Barcelona;Venezuela;BLA;Barcelona
Albrook;Panama;BLB;Balboa
Bali;Cameroon;BLC;
Boulder City, NV;USA;BLD;Boulder City, NV
Borlange;Sweden;BLE;Borlange
Mercer County, WV;USA;BLF;Bluefield
Belaga;Malaysia;BLG;
Blythe, CA;USA;BLH;
Bellingham;USA;BLI;Bellingham
Batna;Algeria;BLJ;
Blackpool;United Kingdom of Great Britain and Northern Ireland;BLK;Blackpool
Billund;Denmark;BLL;Billund
Monmouth County, NJ;USA;BLM;Belmar
Benalla, VI;Australia;BLN;
Blonduos;Iceland;BLO;
Huallaga;Peru;BLP;Bellavista
Bologna;Italy;BLQ;Bologna
Bengaluru;India;BLR;Bengaluru
Bollon, QL;Australia;BLS;
Blackwater, QL;Australia;BLT;
Blue Canyon, CA;USA;BLU;
Scott AFB, IL;USA;BLV;Belleville
Bellows Field, HI;USA;BLW;Waimanalo
Belluno;Italy;BLX;
Belmullet;Ireland;BLY;
Blantyre;Malawi;BLZ;Blantyre
Stockholm;Sweden;BMA;Stockholm
Bumba;Congo (the Democratic Republic of the);BMB;
Brigham City, UT;USA;BMC;
Belo sur Tsiribihina;Madagascar;BMD;
Broome, WA;Australia;BME;
Bakouma;Central Africa;BMF;
Monroe County, IN;USA;BMG;Bloomington
Bomai;Papua New Guin;BMH;
Bloomington-Normal;USA;BMI;Bloomington-Normal
Baramita;Guyana;BMJ;
Borkum;Germany;BMK;Borkum
Berlin, NH;USA;BML;
Bitam;Gabon;BMM;
Bamerny;Iraq;BMN;
Bhamo;Myanmar;BMO;
Brampton Island, QL;Australia;BMP;
Bamburi;Kenya;BMQ;
Baltrum;Germany;BMR;Baltrum
Brumado, BA;Brazil;BMS;
Municipal, TX;USA;BMT;Beaumont
Muhammad Saluhuddin;Indonesia;BMU;Bima
Phung-Duc;Vietnam;BMV;Banmethuot
Bordj Badji Mokhtar;Algeria;BMW;
AFS, AK;USA;BMX;Big Mountain
Belep Island;New Caledonia;BMY;
Bamu;Papua New Guin;BMZ;
Nashville;USA;BNA;Nashville
Boende;Congo (the Democratic Republic of the);BNB;
Mavivi;Congo (the Democratic Republic of the);BNC;Beni
Bandar Abbas;Iran;BND;Bandar Abbas
Brisbane;Australia;BNE;Brisbane
Warm Spring Bay SPB, AK;USA;BNF;Baranof
Banning, CA;USA;BNG;
Barnes, CT;USA;BNH;Hartford
Benin City;Nigeria;BNI;Benin City
Hangelar-Bonn;Germany;BNJ;Bonn
Ballina, NS;Australia;BNK;
Barnwell County, SC;USA;BNL;Barnwell
Bodinumu;Papua New Guin;BNM;
Bronnoysund;Norway;BNN;Bronnoysund
Burns, OR;USA;BNO;
Bannu;Pakistan;BNP;
Baganga;Philippines;BNQ;
Banfora;Burkina Faso;BNR;
Barinas, BA;Venezuela;BNS;
Bundi;Papua New Guin;BNT;
Blumenau, SC;Brazil;BNU;
Boana;Papua New Guin;BNV;
Boone, IA;USA;BNW;
Banja Luka;Bosnia Herzegovina;BNX;Banja Luka
Ghongau;Solomon Island;BNY;Bellona
Banz;Papua New Guin;BNZ;
Boma;Congo (the Democratic Republic of the);BOA;
Motu-Mute, SO;French Polynes;BOB;Bora Bora
Bocas del Toro;Panama;BOC;
Bordeaux;France;BOD;Bordeaux
Boundji;Congo (the);BOE;
Bolling AFB, DC;USA;BOF;Washington
Bogota;Colombia;BOG;Bogota
Bournemouth;United Kingdom of Great Britain and Northern Ireland;BOH;Bournemouth
Boise;USA;BOI;Boise
Bourgas;Bulgaria;BOJ;Bourgas
Brookings State, OR;USA;BOK;Brookings
Ballykelly;United Kingdom of Great Britain and Northern Ireland;BOL;Ballykelly
Mumbai;India;BOM;Mumbai
Bonaire;Bonaire, Sint Eustatius and Saba;BON;Bonaire
Bodo;Norway;BOO;Bodo
Bouar;Central Africa;BOP;
Boku;Papua New Guin;BOQ;
Belfort;France;BOR;Belfort
Boston;USA;BOS;Boston
Boset;Papua New Guin;BOT;
Bourges;France;BOU;Bourges
Boang;Papua New Guin;BOV;
Bartow, FL;USA;BOW;
Borroloola, NT;Australia;BOX;
Borgo;Burkina Faso;BOY;Bobo-Dioulasso
Bozoum;Central Africa;BOZ;
Grumman, NY;USA;BPA;Bethpage
Boridi;Papua New Guin;BPB;
Bamenda;Cameroon;BPC;
Bapi;Papua New Guin;BPD;
Bagan;Myanmar;BPE;
Batuna;Solomon Island;BPF;
Xingu, MT;Brazil;BPG;Barra do Garcas
Bislig, Surigao del Norte;Philippines;BPH;
Marbleton, WY;USA;BPI;Big Piney
Begumpet;India;BPM;Hyderabad
Balipapan;Indonesia;BPN;Balipapan
Porto Seguro;Brasil;BPS;Porto Seguro, BA
Beaumont;USA;BPT;Beaumont
Beppu;Japan;BPU;
Bangda;China;BPX;
Besalampy;Madagascar;BPY;
Baler, AU;Philippines;BQA;
Bussellton, WA;Australia;BQB;
Bubaque;Guinea Bissau;BQE;
Biggin Hill;United Kingdom of Great Britain and Northern Ireland;BQH;Biggin Hill
Bagani;Namibia;BQI;
Glynco Jetport, GA;USA;BQK;Brunswick
Boulia, QL;Australia;BQL;
Rafael Hernandez;Puerto Rico;BQN;Aguadilla
Tehini;Côte d'Ivoire;BQO;Bouna
Barra, BA;Brazil;BQQ;
Ignatyevo;Russia (CIS);BQS;Blagoveschensk
Brest;Belarus;BQT;Brest
J.F.Mitchell;Saint Vincent;BQU;Bequia
Bartlett SPB, AK;USA;BQV;Gustavus
Balgo Hills, WA;Australia;BQW;
Barreiras, BA;Brazil;BRA;
Barreirinhas, MA;Brazil;BRB;
Int'l, RN;Argentina;BRC;San Carlos de Barilo
Brainerd;USA;BRD;Brainerd
Bremen;Germany;BRE;Bremen
Bradford;United Kingdom of Great Britain and Northern Ireland;BRF;Bradford
Municipal, KY;USA;BRG;Whitesburg
Brahman;Papua New Guin;BRH;
Bari;Italy;BRI;Bari
Bright, VI;Australia;BRJ;
Bourke, NS;Australia;BRK;
Municipal, IA;USA;BRL;Burlington
Barquisimeto;Venezuela;BRM;Barquisimeto
Bern;Switzerland;BRN;Berne
South Padre Island Int;USA;BRO;Brownsville
Biaru;Papua New Guin;BRP;
Brno;Czech Republic;BRQ;Brno
North Bay;United Kingdom of Great Britain and Northern Ireland;BRR;Barra
Bristol;United Kingdom of Great Britain and Northern Ireland;BRS;Bristol
Bathurst Island, NT;Australia;BRT;
Brussels;Belgium;BRU;Brussels
Bremerhaven;Germany;BRV;Bremerhaven
Wiley Post-Will Rogers Memo;USA;BRW;Barrow
Barahona;Dominican Repu;BRX;
Bardstown;USA;BRY;Bardstown
Borotou;Côte d'Ivoire;BRZ;
Bosaso;Somalia;BSA;
Brasilia;Brasil;BSB;Brasilia
Jose Celestino Mutis,;Colombia;BSC;Bahia Solano
Baoshan;China;BSD;
Sematan;Malaysia;BSE;
Bradshaw AAF, HI;USA;BSF;Pohakuloa
Bata;Equatorial Gui;BSG;Bata
Brighton;United Kingdom of Great Britain and Northern Ireland;BSH;Brighton
Blairsville, PA;USA;BSI;
Bairnsdale, VI;Australia;BSJ;
Biskra;Algeria;BSK;
Basel;Switzerland;BSL;Basle/Mulhouse
Bergstrom Int'l, TX;USA;BSM;Austin
Bossangoa;Central Africa;BSN;
Basco, BS;Philippines;BSO;
Bensbach;Papua New Guin;BSP;
Municipal, AZ;USA;BSQ;Bisbee
Basrah;Iraq;BSR;Basrah
Balsas, MA;Brazil;BSS;
Bost;Afghanistan;BST;
Basankusu;Congo (the Democratic Republic of the);BSU;
Besakoa;Madagascar;BSV;
Boswell Bay, AK;USA;BSW;
Bassein;Myanmar;BSX;
Bardera;Somalia;BSY;
Bishkek;Kyrgyzstan;BSZ;Bishkek
Bertoua;Cameroon;BTA;
Betou;Congo (the);BTB;Betou
Batticaloa;Sri Lanka;BTC;
Brunette Downs, NT;Australia;BTD;
Bonthe;Sierra Leone;BTE;
Salt Lake Skypark, UT;USA;BTF;Bountiful
Batangafo;Central Africa;BTG;
Batu Besar;Indonesia;BTH;Batu Besar
Barter Island, AK;USA;BTI;
Blang Bintang;Indonesia;BTJ;Bandar Lampung
Bratsk;Russia (CIS);BTK;Bratsk
Battle Creek;USA;BTL;Battle Creek
Butte;USA;BTM;Butte
Bennettsville, SC;USA;BTN;
Botopasie;Surinam;BTO;
Graham Field, PA;USA;BTP;Butler
Butare;Rwanda;BTQ;
Baton Rouge;USA;BTR;Baton Rouge
Bratislava;Slovakia;BTS;Bratislava
Bettles, AK;USA;BTT;
Bintulu;Malaysia;BTU;
Burlington;USA;BTV;Burlington
Batu Licin;Indonesia;BTW;
Betoota, QL;Australia;BTX;
Beatty, NV;USA;BTY;
Bursa;Türkiye;BTZ;Bursa
Buka;Papua New Guin;BUA;
Municipal, NE;USA;BUB;Burwell
Burketown, QL;Australia;BUC;
Budapest;Hungary;BUD;Budapest
Buffalo;USA;BUF;Buffalo
General V. Deslandes;Angola;BUG;Benguela
Bucharest;Romania;BUH;Boecharest
Bokondini;Indonesia;BUI;
Ain Eddis;Algeria;BUJ;Bou Saada
Al-Bough;Yemen;BUK;
Bulolo;Papua New Guin;BUL;
Butler, MO;USA;BUM;
Buenaventura, VC;Colombia;BUN;
Burao;Somalia;BUO;
Bhatinda;India;BUP;
Bulawayo;Zimbabwe;BUQ;Bulawayo
Burbank;USA;BUR;Burbank
Batumi;Georgia;BUS;Batumi
Burtonwood;United Kingdom of Great Britain and Northern Ireland;BUT;Burtonwood
Buyo;Côte d'Ivoire;BUU;
Bella Union;Uruguay;BUV;
Betoambari;Indonesia;BUW;Bau Bau
Bunia;Congo (the Democratic Republic of the);BUX;
Bunbury, WA;Australia;BUY;
Bushehr;Iran;BUZ;Bushehr
Beauvais;France;BVA;Beauvais
Int'l, RR;Brazil;BVB;Boa Vista
Boavista Island;Cape Verde;BVC;Rabil
Sea Port, AK;USA;BVD;Beaver Inlet
Brive;France;BVE;Brive
Dama;Fiji;BVF;Bua
Berlevag;Norway;BVG;
Vilhena, RO;Brazil;BVH;
Birdsville, QL;Australia;BVI;
Huacaraje;Bolivia;BVK;
Baures;Bolivia;BVL;
Belmonte, BA;Brazil;BVM;
Bartlesville, OK;USA;BVO;
Bolovip;Papua New Guin;BVP;
Esperadinha;Cape Verde;BVR;Brava
Breves;Brazil;BVS;
Beluga, AK;USA;BVU;
Batavia Downs, QL;Australia;BVW;
Municipal, AR;USA;BVX;Batesville
Municipal, MA;USA;BVY;Beverly
Beverley Springs, WA;Australia;BVZ;
Bhairahawa;Nepal;BWA;
Barrow Island, WA;Australia;BWB;
Brawley, CA;USA;BWC;
Brownwood, TX;USA;BWD;
Braunschweig;Germany;BWE;Braunschweig
Walney Island;United Kingdom of Great Britain and Northern Ireland;BWF;Barrow
Warren County Region;USA;BWG;Bowling Green
Butterworth;Malaysia;BWH;
Baltimore;USA;BWI;Baltimore
Bawan;Papua New Guin;BWJ;
Brac Island;Croatia;BWK;Brac
Blackwell, OK;USA;BWL;
Bowman, ND;USA;BWM;
Bandan Seri Begawan;Brunei;BWN;Bandan Seri Begawan
Balakovo;Russia (CIS);BWO;
Bewani;Papua New Guin;BWP;
Brewarrina, NS;Australia;BWQ;
Blaine, WA;USA;BWS;
Burnie Wynyard, TS;Australia;BWT;Burnie
Bankstown, NS;Australia;BWU;
Bentwaters (USAF);United Kingdom of Great Britain and Northern Ireland;BWY;Woodbridge
George R. Carr, FL;USA;BXA;Bogalusa
Babo;Indonesia;BXB;
Heliport, MA;USA;BXC;Boxborough
Bade;Indonesia;BXD;
Bakel;Senegal;BXE;
Balkhash;Kazakstan;BXH;
Boundiali;Côte d'Ivoire;BXI;
Burundai;Kazakstan;BXJ;
Buckeye, AZ;USA;BXK;
Blue Lagoon;Fiji;BXL;
Batom;Indonesia;BXM;
Bodrum;Türkiye;BXN;Bodrum
Buochs;Switzerland;BXO;Luzern
Bam;Iran;BXR;
Borrego Springs, CA;USA;BXS;
Bontang;Indonesia;BXT;
Butuan, AG;Philippines;BXU;
Breiddalsvik;Iceland;BXV;
Borama;Somalia;BXX;
Bunsil, Morobi;Papua New Guin;BXZ;
Boundary, AK;USA;BYA;
Dibaa;Oman;BYB;
Yacuiba;Bolivia;BYC;
Beidah;Yemen;BYD;
Albert Picardie;France;BYF;Bray
Municipal, WY;USA;BYG;Buffalo
Eaker AFB, AR;USA;BYH;Blytheville
Municipal, ID;USA;BYI;Burley
Beja airport;Portugal;BYJ;Beja
Bouake;Côte d'Ivoire;BYK;
Bella Yella;Liberia;BYL;
C.M.de Cespedes;Cuba;BYM;Bayamo
Bayankhongor;Mongolia;BYN;
Bunyu;Indonesia;BYQ;
Laeso Island;Denmark;BYR;Laeso Island
Bicycle Lake AAF, CA;USA;BYS;Fort Irwin
Bantry;Ireland;BYT;
Bayreuth;Germany;BYU;Bayreuth
Blakely Island, WA;USA;BYW;
Baniyala, NT;Australia;BYX;
San Pedro;Nicaragua;BZA;Bonanza
Bazaruto Island;Mozambique;BZB;
Buzios, RJ;Brazil;BZC;
Balranald, NS;Australia;BZD;
Belize City;Belize;BZE;Belize City
Bydgoszcz Paderewksi;Poland;BZG;Bydgoszcz
Bumi;Zimbabwe;BZH;
Balikesir;Türkiye;BZI;
Bryansk;Russia (CIS);BZK;Bryansk
Barisal;Bolivia;BZL;
Bozeman;USA;BZN;Bozeman
Bolzano;Italy;BZO;Bolzano
Bizant, QL;Australia;BZP;
Beziers;France;BZR;Beziers
Buzzards Pt. S, DC;USA;BZS;Washington
Hinkles Ferry, TX;USA;BZT;Brazoria
Buta Zega;Congo (the Democratic Republic of the);BZU;
Brazzaville;Congo (the);BZV;Brazzaville
Beltsy;Russia (CIS);BZY;
Brize Norton;United Kingdom of Great Britain and Northern Ireland;BZZ;Brize Norton
Catacamas;Honduras;CAA;
Cabinda;Angola;CAB;Cabinda
Cascavel, OR;Brazil;CAC;
Cadillac, MI;USA;CAD;
Columbia;USA;CAE;Columbia
Carauari, AM;Brazil;CAF;
Cagliari;Italy;CAG;Cagliari
Ca Mau;Vietnam;CAH;
Cairo;Egypt;CAI;Cairo
Canaima, BO;Venezuela;CAJ;
Akron;USA;CAK;Akron
Campbeltown;United Kingdom of Great Britain and Northern Ireland;CAL;Campbeltown
Camiri;Bolivia;CAM;
Guangzhou;China;CAN;Guangzhou
Clayton, NM;USA;CAO;
Int'l;Haiti;CAP;Cap Haitien
Caucasia, AN;Colombia;CAQ;
Municipal, ME;USA;CAR;Caribou
Casablanca;Morocco;CAS;Casablanca
Cascais;Portugal;CAT;Cascais
Caruaru, PE;Brazil;CAU;
Cazombo;Angola;CAV;
Bartolomeu Lisandro, RJ;Brazil;CAW;Campos
Carlisle;United Kingdom of Great Britain and Northern Ireland;CAX;Carlisle
Cayenne;French Guyana;CAY;Cayenne
Cobar, NS;Australia;CAZ;
Corner Bay, AK;USA;CBA;
Cochabamba;Bolivia;CBB;Cochabamba
Cherrabun, WA;Australia;CBC;
Car Nicobar;India;CBD;
Cumberland, MD;USA;CBE;
Municipal, IA;USA;CBF;Council Bluffs
Cambridge;United Kingdom of Great Britain and Northern Ireland;CBG;Cambridge
Ouakda;Algeria;CBH;Bechar
Cape Barren Island, TS;Australia;CBI;
Cabo Rojo;Dominican Repu;CBJ;
Municipal, KS;USA;CBK;Colby
Ciudad Bolivar, BO;Venezuela;CBL;
Columbus AFB, MS;USA;CBM;
Panggung;Indonesia;CBN;Cirebon
Awang, NC;Philippines;CBO;Cotabato
Coimbra;Portugal;CBP;
CALABAR;Nigeria;CBQ;Calabar
Canberra;Australia;CBR;Canberra
Oro Negro;Venezuela;CBS;Cabimas
Catumbela;Angola;CBT;
Cottbus;Germany;CBU;Cottbus
Coban;Guatemala;CBV;Coban
Campo Mourao, PR;Brazil;CBW;
Condobolin, NS;Australia;CBX;
Canobie, QL;Australia;CBY;
Cabin Creek, AK;USA;CBZ;
Chaffee AFB, AR;USA;CCA;Fort Chaffee
Cable, CA;USA;CCB;Upland
Cayo Coco;Cuba;CCC;
Century City Heliport,;USA;CCD;Los Angeles
Carcassonne;France;CCF;Carcassonne
Crane County, TX;USA;CCG;Crane
Chile Chico;Chile;CCH;
Concordia, SC;Brazil;CCI;
Calicut;India;CCJ;
Cocos Islands;Cocos (Keeling;CCK;
Chincilla, QL;Australia;CCL;
Criciuma, SC;Brazil;CCM;
Chakcharan;Afghanistan;CCN;
Carimagua, ME;Colombia;CCO;
Carriel Sur;Chile;CCP;Concepcion
Cachoeira, BA;Brazil;CCQ;
Concorde;USA;CCR;Concorde
Caracas;Venezuela;CCS;Caracas
Colonia Catriel, RN;Argentina;CCT;
Calcutta;India;CCU;Calcutta
Craig Cove;Vanuatu;CCV;
Cowell, SA;Australia;CCW;
Caceres, MT;Brazil;CCX;
Municipal, IA;USA;CCY;Charles City
Chub Cay, Berry Island;Bahamas;CCZ;
Cooinda, NT;Australia;CDA;
Cold Bay, AK;USA;CDB;
Municipal, UT;USA;CDC;Cedar City
Cauquira;Honduras;CDD;
Caledonia;Panama;CDE;
Fiames;Italy;CDF;Cortina d'Ampezzo
Paris de Gaulle;France;CDG;Paris
Harrell Field, AR;USA;CDH;Camden
Cachoeiro de Itapemirim, ES;Brazil;CDI;
Conceicao do Araguaia, PA;Brazil;CDJ;
Lewis, FL;USA;CDK;Cedar Key
Candle, AK;USA;CDL;
Woodward Field, SC;USA;CDN;Camden
Cradock;South Africa;CDO;
Cuddapah;India;CDP;
Croydon, QL;Australia;CDQ;
Chadron, NE;USA;CDR;
Childress, TX;USA;CDS;
Castell�n;Spain;CDT;Castell�n
Camden, NS;Australia;CDU;
Merle K.(Mudhole) Smith, A;USA;CDV;Cordova
Caldwell Wright, NJ;USA;CDW;Caldwell
Cagayan de Sulu;Philippines;CDY;
Cessna Aircraft Field, KS;USA;CEA;Wichita
Cebu;Philippines;CEB;Cebu
Jack McNamara Field,;USA;CEC;Crescent City
Ceduna, SA;Australia;CED;
Cherepovets;Russia (CIS);CEE;Botovo Village
Chicopee Fls;USA;CEF;Springfield
Hawarden;United Kingdom of Great Britain and Northern Ireland;CEG;Chester
Chelinda;Malawi;CEH;
Rob Wiang;Thailand;CEI;Chiang Rai
Chernigov;Ukraine;CEJ;
Balandino;Russia (CIS);CEK;Chelyabinsk
Cape Eleuthera, Eleuthera Island;Bahamas;CEL;
Central, AK;USA;CEM;
Ciudad Obregon;Mexico;CEN;
Wako-Kungo;Angola;CEO;
Concepcion;Bolivia;CEP;
Cannes;France;CEQ;Cannes
Cherbourg;France;CER;Cherbourg
Cessnock, NS;Australia;CES;
Cholet;France;CET;Cholet/Le Pontreau
Oconee County, SC;USA;CEU;Clemson
Mettel Field, IN;USA;CEV;Connersville
Bob Sikes, FL;USA;CEW;Crestview
Chena Hot Springs, AK;USA;CEX;
Calloway County, KY;USA;CEY;Murray
Montezuma County, CO;USA;CEZ;Cortez
Coffee Point, AK;USA;CFA;
Cabo Frio;Brasil;CFB;Rio de Janeiro
Cacador, SC;Brazil;CFC;
Coulter Field, TX;USA;CFD;Bryan
Clermont-Ferrand;France;CFE;Clermont-Ferrand
Cafunfo;Angola;CFF;
Cienfuegos;Cuba;CFG;
Clifton Hills, SA;Australia;CFH;
Camfield, NT;Australia;CFI;
Carrickfin;Ireland;CFN;Donegal
Confreza, MT;Brazil;CFO;
Carpentaria Downs, QL;Australia;CFP;
Creston, BC;Canada;CFQ;
Caen;France;CFR;Caen
Coffs Harbour, NS;Australia;CFS;
Morenci, AZ;USA;CFT;Clifton
Corfu;Greece;CFU;Corfu
Municipal, KS;USA;CFV;Coffeyville
SPB, AK;USA;CGA;Craig
Cuiaba;Brasil;CGB;Cuiaba
Cape Gloucester;Papua New Guin;CGC;
Changde;China;CGD;Changde
Cambridge, MD;USA;CGE;
Cuyahoga County, OH;USA;CGF;Cleveland
Casiguran;Philippines;CGG;
Sao Paulo;Brasil;CGH;Sao Paulo
Municipal, MO;USA;CGI;Cape Girardeau
Chingola;Zambia;CGJ;
Jakarta;Indonesia;CGK;Jakarta
Mambajao, MT;Philippines;CGM;Camiguin
Cologne;Germany;CGN;Cologne
Zhengzhou;China;CGO;Zhengzhou
Chittagong;Bangladesh;CGP;Chittagong
Changchun;China;CGQ;Changchun
Campo Grande;Brasil;CGR;Campo Grande
College Park, MD;USA;CGS;
Chinguitti;Mauritania;CGT;
Ciudad Guayana;Venezuela;CGU;
Caiguna, WA;Australia;CGV;
Merrill C. Meigs, IL;USA;CGX;Chicago
Lumbia, MT;Philippines;CGY;Cagayan de Oro
Municipal, AZ;USA;CGZ;Casa Grande
Chattanooga;USA;CHA;Chattanooga
Chilas;Pakistan;CHB;
Christchurch;New Zealand;CHC;Christchurch
Williams AFB, AZ;USA;CHD;Chandler
Reenroe;Ireland;CHE;Caherciveen
Chinhae;Korea (South);CHF;
Chaoyang;China;CHG;
Chachapoyas;Peru;CHH;
Chicago;USA;CHI;Chicago
Chipinge;Zimbabwe;CHJ;
Chickasha, OK;USA;CHK;
Challis, ID;USA;CHL;
Chimbote;Peru;CHM;
Chongju;Korea (South);CHN;
Charlottesville;USA;CHO;Charlottesville
Circle Hot Springs, AK;USA;CHP;
Chania;Greece;CHQ;Chania
Chateauxroux;France;CHR;Chateauxroux
Charleston;USA;CHS;Charleston
Karewa;New Zealand;CHT;Chatham Island
Chuathbaluk, AK;USA;CHU;
Chaves;Portugal;CHV;
Jiuquan;China;CHW;
Cap. Manuel Nino;Panama;CHX;Changuinola
Choiseul Bay;Solomon Island;CHY;
Chiloquin, OR;USA;CHZ;
Rome;Italy;CIA;Rome
Airport in the Sky;USA;CIB;Catalina Island
Chico, CA;USA;CIC;
Cedar Rapids;USA;CID;Cedar Rapids
Collie, WA;Australia;CIE;
Chifeng;China;CIF;
Moffat, CO;USA;CIG;Craig
Changzhi;China;CIH;
E. Beltram;Bolivia;CIJ;Cobija
Chalkyitsik, AK;USA;CIK;
Melsing Creek, AK;USA;CIL;Council
Cimitarra, ST;Colombia;CIM;
Carroll, IA;USA;CIN;
MCAL Lopez;Paraguay;CIO;Concepcion
Chipata;Zambia;CIP;
Chiquimula;Guatemala;CIQ;
Cairo, IL;USA;CIR;
Canton Island;Kiribati;CIS;
Chimkent;Kazakstan;CIT;
Sault Ste Marie;USA;CIU;Sault Ste Marie
Chomley, AK;USA;CIV;
Canouan, Canouan Island;Saint Vincent;CIW;
Cornel Ruiz;Peru;CIX;Chiclayo
Comiso;Italy;CIY;Comiso
Coari, AM;Brazil;CIZ;
General FAP Armando Revo;Peru;CJA;Cajamarca
Peelamedu;India;CJB;Coimbatore
El Loa;Chile;CJC;Calama
Candilejas;Colombia;CJD;
Chilko Lake, BC;Canada;CJH;
Cheong Ju City;Korea (South);CJJ;
Chitral;Pakistan;CJL;
Chumphon;Thailand;CJM;
El Cajon, CA;USA;CJN;
Abraham Gonzalez Int;Mexico;CJS;Ciudad Juarez
Cheju;South Korea;CJU;Cheju
Kegelman AB, OK;USA;CKA;Cherokee
Benedum, WV;USA;CKB;Clarksburg
Cherkassy;Ukraine;CKC;
Crooked Creek, AL;USA;CKD;
Clear Lake, CA;USA;CKE;
Chongqing;China;CKG;Chongqing
Chokurdakh;Russia (CIS);CKH;
Crocker Island, NT;Australia;CKI;
Cherokee, AR;USA;CKK;
Chkalovsky;Russia (CIS);CKL;
Fletcher Field, MS;USA;CKM;Clarksdale
Municipal, MN;USA;CKN;Crookston
Cornelio Procopio, PR;Brazil;CKO;
Crane Island, WA;USA;CKR;
Carajas, PA;Brazil;CKS;
Sarakhs, Khorasan;Iran;CKT;
City, AK;USA;CKU;Cordova
Outlaw Field, TN;USA;CKV;Clarksville
Chicken, AK;USA;CKX;
Conakry;Guinea;CKY;Conakry
Canakkale;Türkiye;CKZ;
Comilla;Bangladesh;CLA;
Castlebar;Ireland;CLB;
Metroport, TX;USA;CLC;Clearlake
Carlsbad, CA;USA;CLD;
Cleveland;USA;CLE;Cleveland
Coalinga, CA;USA;CLG;
Coolah, NS;Australia;CLH;
Clintonville, WI;USA;CLI;
Cluj;Romania;CLJ;Cluj
Municipal, OK;USA;CLK;Clinton
College Station;USA;CLL;College Station
Port Angeles;USA;CLM;Port Angeles
Carolina, MA;Brazil;CLN;
Cali;Colombia;CLO;Cali
Clarks Point, AK;USA;CLP;
Colima;Mexico;CLQ;
Calipatria, CA;USA;CLR;
Centralia, WA;USA;CLS;Chehalis
Charlotte;USA;CLT;Charlotte
